"dataset","target_size","target_average_degree","target_centralisation","spotlight_pct","alpha","p_obs_spotlit","p_obs_nonspotlit","n_networks","n_fragmented","proportion_fragmented"
"n30_ad6_c3",30,6,0.3,0.05,8,0.8,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.05,8,0.8,0.4,100,97,0.97
"n30_ad6_c3",30,6,0.3,0.05,8,0.8,0.6,100,87,0.87
"n30_ad6_c3",30,6,0.3,0.05,8,0.8,0.8,100,61,0.61
"n30_ad6_c3",30,6,0.3,0.05,8,0.8,1,100,23,0.23
"n30_ad6_c3",30,6,0.3,0.05,8,1,0.2,100,98,0.98
"n30_ad6_c3",30,6,0.3,0.05,8,1,0.4,100,94,0.94
"n30_ad6_c3",30,6,0.3,0.05,8,1,0.6,100,79,0.79
"n30_ad6_c3",30,6,0.3,0.05,8,1,0.8,100,46,0.46
"n30_ad6_c3",30,6,0.3,0.05,8,1,1,100,0,0
"n30_ad6_c3",30,6,0.3,0.1,0,0.2,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,0,0.2,0.4,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,0,0.2,0.6,100,97,0.97
"n30_ad6_c3",30,6,0.3,0.1,0,0.2,0.8,100,94,0.94
"n30_ad6_c3",30,6,0.3,0.1,0,0.2,1,100,83,0.83
"n30_ad6_c3",30,6,0.3,0.1,0,0.4,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,0,0.4,0.4,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,0,0.4,0.6,100,96,0.96
"n30_ad6_c3",30,6,0.3,0.1,0,0.4,0.8,100,86,0.86
"n30_ad6_c3",30,6,0.3,0.1,0,0.4,1,100,51,0.51
"n30_ad6_c3",30,6,0.3,0.1,0,0.6,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,0,0.6,0.4,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,0,0.6,0.6,100,92,0.92
"n30_ad6_c3",30,6,0.3,0.1,0,0.6,0.8,100,71,0.71
"n30_ad6_c3",30,6,0.3,0.1,0,0.6,1,100,26,0.26
"n30_ad6_c3",30,6,0.3,0.1,0,0.8,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,0,0.8,0.4,100,98,0.98
"n30_ad6_c3",30,6,0.3,0.1,0,0.8,0.6,100,88,0.88
"n30_ad6_c3",30,6,0.3,0.1,0,0.8,0.8,100,70,0.7
"n30_ad6_c3",30,6,0.3,0.1,0,0.8,1,100,20,0.2
"n30_ad6_c3",30,6,0.3,0.1,0,1,0.2,100,99,0.99
"n30_ad6_c3",30,6,0.3,0.1,0,1,0.4,100,96,0.96
"n30_ad6_c3",30,6,0.3,0.1,0,1,0.6,100,82,0.82
"n30_ad6_c3",30,6,0.3,0.1,0,1,0.8,100,55,0.55
"n30_ad6_c3",30,6,0.3,0.1,0,1,1,100,0,0
"n30_ad6_c3",30,6,0.3,0.1,1,0.2,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,1,0.2,0.4,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,1,0.2,0.6,100,98,0.98
"n30_ad6_c3",30,6,0.3,0.1,1,0.2,0.8,100,93,0.93
"n30_ad6_c3",30,6,0.3,0.1,1,0.2,1,100,78,0.78
"n30_ad6_c3",30,6,0.3,0.1,1,0.4,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,1,0.4,0.4,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,1,0.4,0.6,100,96,0.96
"n30_ad6_c3",30,6,0.3,0.1,1,0.4,0.8,100,86,0.86
"n30_ad6_c3",30,6,0.3,0.1,1,0.4,1,100,50,0.5
"n30_ad6_c3",30,6,0.3,0.1,1,0.6,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,1,0.6,0.4,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,1,0.6,0.6,100,90,0.9
"n30_ad6_c3",30,6,0.3,0.1,1,0.6,0.8,100,79,0.79
"n30_ad6_c3",30,6,0.3,0.1,1,0.6,1,100,33,0.33
"n30_ad6_c3",30,6,0.3,0.1,1,0.8,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,1,0.8,0.4,100,99,0.99
"n30_ad6_c3",30,6,0.3,0.1,1,0.8,0.6,100,81,0.81
"n30_ad6_c3",30,6,0.3,0.1,1,0.8,0.8,100,62,0.62
"n30_ad6_c3",30,6,0.3,0.1,1,0.8,1,100,24,0.24
"n30_ad6_c3",30,6,0.3,0.1,1,1,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,1,1,0.4,100,94,0.94
"n30_ad6_c3",30,6,0.3,0.1,1,1,0.6,100,85,0.85
"n30_ad6_c3",30,6,0.3,0.1,1,1,0.8,100,50,0.5
"n30_ad6_c3",30,6,0.3,0.1,1,1,1,100,0,0
"n30_ad6_c3",30,6,0.3,0.1,2,0.2,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,2,0.2,0.4,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,2,0.2,0.6,100,98,0.98
"n30_ad6_c3",30,6,0.3,0.1,2,0.2,0.8,100,89,0.89
"n30_ad6_c3",30,6,0.3,0.1,2,0.2,1,100,66,0.66
"n30_ad6_c3",30,6,0.3,0.1,2,0.4,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,2,0.4,0.4,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,2,0.4,0.6,100,95,0.95
"n30_ad6_c3",30,6,0.3,0.1,2,0.4,0.8,100,75,0.75
"n30_ad6_c3",30,6,0.3,0.1,2,0.4,1,100,48,0.48
"n30_ad6_c3",30,6,0.3,0.1,2,0.6,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,2,0.6,0.4,100,99,0.99
"n30_ad6_c3",30,6,0.3,0.1,2,0.6,0.6,100,92,0.92
"n30_ad6_c3",30,6,0.3,0.1,2,0.6,0.8,100,72,0.72
"n30_ad6_c3",30,6,0.3,0.1,2,0.6,1,100,32,0.32
"n30_ad6_c3",30,6,0.3,0.1,2,0.8,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,2,0.8,0.4,100,98,0.98
"n30_ad6_c3",30,6,0.3,0.1,2,0.8,0.6,100,80,0.8
"n30_ad6_c3",30,6,0.3,0.1,2,0.8,0.8,100,65,0.65
"n30_ad6_c3",30,6,0.3,0.1,2,0.8,1,100,26,0.26
"n30_ad6_c3",30,6,0.3,0.1,2,1,0.2,100,99,0.99
"n30_ad6_c3",30,6,0.3,0.1,2,1,0.4,100,95,0.95
"n30_ad6_c3",30,6,0.3,0.1,2,1,0.6,100,80,0.8
"n30_ad6_c3",30,6,0.3,0.1,2,1,0.8,100,56,0.56
"n30_ad6_c3",30,6,0.3,0.1,2,1,1,100,0,0
"n30_ad6_c3",30,6,0.3,0.1,4,0.2,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,4,0.2,0.4,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,4,0.2,0.6,100,99,0.99
"n30_ad6_c3",30,6,0.3,0.1,4,0.2,0.8,100,91,0.91
"n30_ad6_c3",30,6,0.3,0.1,4,0.2,1,100,79,0.79
"n30_ad6_c3",30,6,0.3,0.1,4,0.4,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,4,0.4,0.4,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,4,0.4,0.6,100,94,0.94
"n30_ad6_c3",30,6,0.3,0.1,4,0.4,0.8,100,83,0.83
"n30_ad6_c3",30,6,0.3,0.1,4,0.4,1,100,60,0.6
"n30_ad6_c3",30,6,0.3,0.1,4,0.6,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,4,0.6,0.4,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,4,0.6,0.6,100,93,0.93
"n30_ad6_c3",30,6,0.3,0.1,4,0.6,0.8,100,75,0.75
"n30_ad6_c3",30,6,0.3,0.1,4,0.6,1,100,38,0.38
"n30_ad6_c3",30,6,0.3,0.1,4,0.8,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,4,0.8,0.4,100,95,0.95
"n30_ad6_c3",30,6,0.3,0.1,4,0.8,0.6,100,82,0.82
"n30_ad6_c3",30,6,0.3,0.1,4,0.8,0.8,100,65,0.65
"n30_ad6_c3",30,6,0.3,0.1,4,0.8,1,100,28,0.28
"n30_ad6_c3",30,6,0.3,0.1,4,1,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,4,1,0.4,100,93,0.93
"n30_ad6_c3",30,6,0.3,0.1,4,1,0.6,100,83,0.83
"n30_ad6_c3",30,6,0.3,0.1,4,1,0.8,100,53,0.53
"n30_ad6_c3",30,6,0.3,0.1,4,1,1,100,0,0
"n30_ad6_c3",30,6,0.3,0.1,8,0.2,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,8,0.2,0.4,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,8,0.2,0.6,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,8,0.2,0.8,100,93,0.93
"n30_ad6_c3",30,6,0.3,0.1,8,0.2,1,100,75,0.75
"n30_ad6_c3",30,6,0.3,0.1,8,0.4,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,8,0.4,0.4,100,99,0.99
"n30_ad6_c3",30,6,0.3,0.1,8,0.4,0.6,100,95,0.95
"n30_ad6_c3",30,6,0.3,0.1,8,0.4,0.8,100,84,0.84
"n30_ad6_c3",30,6,0.3,0.1,8,0.4,1,100,63,0.63
"n30_ad6_c3",30,6,0.3,0.1,8,0.6,0.2,100,100,1
"n30_ad6_c3",30,6,0.3,0.1,8,0.6,0.4,100,98,0.98
"n30_ad6_c3",30,6,0.3,0.1,8,0.6,0.6,100,93,0.93
"n30_ad6_c3",30,6,0.3,0.1,8,0.6,0.8,100,75,0.75
"n30_ad6_c3",30,6,0.3,0.1,8,0.6,1,100,44,0.44
"n30_ad6_c3",30,6,0.3,0.1,8,0.8,0.2,100,99,0.99
"n30_ad6_c3",30,6,0.3,0.1,8,0.8,0.4,100,99,0.99
"n30_ad6_c3",30,6,0.3,0.1,8,0.8,0.6,100,87,0.87
"n30_ad6_c3",30,6,0.3,0.1,8,0.8,0.8,100,68,0.68
"n30_ad6_c3",30,6,0.3,0.1,8,0.8,1,100,33,0.33
"n30_ad6_c3",30,6,0.3,0.1,8,1,0.2,100,97,0.97
"n30_ad6_c3",30,6,0.3,0.1,8,1,0.4,100,86,0.86
"n30_ad6_c3",30,6,0.3,0.1,8,1,0.6,100,75,0.75
"n30_ad6_c3",30,6,0.3,0.1,8,1,0.8,100,45,0.45
"n30_ad6_c3",30,6,0.3,0.1,8,1,1,100,0,0
"n30_ad6_c5",30,6,0.5,0.01,0,0.2,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,0,0.2,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,0,0.2,0.6,100,96,0.96
"n30_ad6_c5",30,6,0.5,0.01,0,0.2,0.8,100,84,0.84
"n30_ad6_c5",30,6,0.5,0.01,0,0.2,1,100,43,0.43
"n30_ad6_c5",30,6,0.5,0.01,0,0.4,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,0,0.4,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,0,0.4,0.6,100,96,0.96
"n30_ad6_c5",30,6,0.5,0.01,0,0.4,0.8,100,74,0.74
"n30_ad6_c5",30,6,0.5,0.01,0,0.4,1,100,33,0.33
"n30_ad6_c5",30,6,0.5,0.01,0,0.6,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,0,0.6,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,0,0.6,0.6,100,94,0.94
"n30_ad6_c5",30,6,0.5,0.01,0,0.6,0.8,100,66,0.66
"n30_ad6_c5",30,6,0.5,0.01,0,0.6,1,100,21,0.21
"n30_ad6_c5",30,6,0.5,0.01,0,0.8,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,0,0.8,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,0,0.8,0.6,100,95,0.95
"n30_ad6_c5",30,6,0.5,0.01,0,0.8,0.8,100,65,0.65
"n30_ad6_c5",30,6,0.5,0.01,0,0.8,1,100,15,0.15
"n30_ad6_c5",30,6,0.5,0.01,0,1,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,0,1,0.4,100,99,0.99
"n30_ad6_c5",30,6,0.5,0.01,0,1,0.6,100,90,0.9
"n30_ad6_c5",30,6,0.5,0.01,0,1,0.8,100,55,0.55
"n30_ad6_c5",30,6,0.5,0.01,0,1,1,100,0,0
"n30_ad6_c5",30,6,0.5,0.01,1,0.2,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,1,0.2,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,1,0.2,0.6,100,97,0.97
"n30_ad6_c5",30,6,0.5,0.01,1,0.2,0.8,100,84,0.84
"n30_ad6_c5",30,6,0.5,0.01,1,0.2,1,100,33,0.33
"n30_ad6_c5",30,6,0.5,0.01,1,0.4,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,1,0.4,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,1,0.4,0.6,100,97,0.97
"n30_ad6_c5",30,6,0.5,0.01,1,0.4,0.8,100,67,0.67
"n30_ad6_c5",30,6,0.5,0.01,1,0.4,1,100,23,0.23
"n30_ad6_c5",30,6,0.5,0.01,1,0.6,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,1,0.6,0.4,100,99,0.99
"n30_ad6_c5",30,6,0.5,0.01,1,0.6,0.6,100,96,0.96
"n30_ad6_c5",30,6,0.5,0.01,1,0.6,0.8,100,73,0.73
"n30_ad6_c5",30,6,0.5,0.01,1,0.6,1,100,15,0.15
"n30_ad6_c5",30,6,0.5,0.01,1,0.8,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,1,0.8,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,1,0.8,0.6,100,93,0.93
"n30_ad6_c5",30,6,0.5,0.01,1,0.8,0.8,100,67,0.67
"n30_ad6_c5",30,6,0.5,0.01,1,0.8,1,100,8,0.08
"n30_ad6_c5",30,6,0.5,0.01,1,1,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,1,1,0.4,100,98,0.98
"n30_ad6_c5",30,6,0.5,0.01,1,1,0.6,100,89,0.89
"n30_ad6_c5",30,6,0.5,0.01,1,1,0.8,100,57,0.57
"n30_ad6_c5",30,6,0.5,0.01,1,1,1,100,0,0
"n30_ad6_c5",30,6,0.5,0.01,2,0.2,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,2,0.2,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,2,0.2,0.6,100,99,0.99
"n30_ad6_c5",30,6,0.5,0.01,2,0.2,0.8,100,82,0.82
"n30_ad6_c5",30,6,0.5,0.01,2,0.2,1,100,41,0.41
"n30_ad6_c5",30,6,0.5,0.01,2,0.4,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,2,0.4,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,2,0.4,0.6,100,94,0.94
"n30_ad6_c5",30,6,0.5,0.01,2,0.4,0.8,100,76,0.76
"n30_ad6_c5",30,6,0.5,0.01,2,0.4,1,100,34,0.34
"n30_ad6_c5",30,6,0.5,0.01,2,0.6,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,2,0.6,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,2,0.6,0.6,100,92,0.92
"n30_ad6_c5",30,6,0.5,0.01,2,0.6,0.8,100,73,0.73
"n30_ad6_c5",30,6,0.5,0.01,2,0.6,1,100,22,0.22
"n30_ad6_c5",30,6,0.5,0.01,2,0.8,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,2,0.8,0.4,100,99,0.99
"n30_ad6_c5",30,6,0.5,0.01,2,0.8,0.6,100,95,0.95
"n30_ad6_c5",30,6,0.5,0.01,2,0.8,0.8,100,73,0.73
"n30_ad6_c5",30,6,0.5,0.01,2,0.8,1,100,10,0.1
"n30_ad6_c5",30,6,0.5,0.01,2,1,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,2,1,0.4,100,96,0.96
"n30_ad6_c5",30,6,0.5,0.01,2,1,0.6,100,87,0.87
"n30_ad6_c5",30,6,0.5,0.01,2,1,0.8,100,55,0.55
"n30_ad6_c5",30,6,0.5,0.01,2,1,1,100,0,0
"n30_ad6_c5",30,6,0.5,0.01,4,0.2,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,4,0.2,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,4,0.2,0.6,100,94,0.94
"n30_ad6_c5",30,6,0.5,0.01,4,0.2,0.8,100,85,0.85
"n30_ad6_c5",30,6,0.5,0.01,4,0.2,1,100,47,0.47
"n30_ad6_c5",30,6,0.5,0.01,4,0.4,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,4,0.4,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,4,0.4,0.6,100,96,0.96
"n30_ad6_c5",30,6,0.5,0.01,4,0.4,0.8,100,83,0.83
"n30_ad6_c5",30,6,0.5,0.01,4,0.4,1,100,37,0.37
"n30_ad6_c5",30,6,0.5,0.01,4,0.6,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,4,0.6,0.4,100,99,0.99
"n30_ad6_c5",30,6,0.5,0.01,4,0.6,0.6,100,94,0.94
"n30_ad6_c5",30,6,0.5,0.01,4,0.6,0.8,100,73,0.73
"n30_ad6_c5",30,6,0.5,0.01,4,0.6,1,100,31,0.31
"n30_ad6_c5",30,6,0.5,0.01,4,0.8,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,4,0.8,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,4,0.8,0.6,100,92,0.92
"n30_ad6_c5",30,6,0.5,0.01,4,0.8,0.8,100,74,0.74
"n30_ad6_c5",30,6,0.5,0.01,4,0.8,1,100,18,0.18
"n30_ad6_c5",30,6,0.5,0.01,4,1,0.2,100,99,0.99
"n30_ad6_c5",30,6,0.5,0.01,4,1,0.4,100,93,0.93
"n30_ad6_c5",30,6,0.5,0.01,4,1,0.6,100,82,0.82
"n30_ad6_c5",30,6,0.5,0.01,4,1,0.8,100,62,0.62
"n30_ad6_c5",30,6,0.5,0.01,4,1,1,100,0,0
"n30_ad6_c5",30,6,0.5,0.01,8,0.2,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,8,0.2,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,8,0.2,0.6,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,8,0.2,0.8,100,88,0.88
"n30_ad6_c5",30,6,0.5,0.01,8,0.2,1,100,70,0.7
"n30_ad6_c5",30,6,0.5,0.01,8,0.4,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,8,0.4,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,8,0.4,0.6,100,94,0.94
"n30_ad6_c5",30,6,0.5,0.01,8,0.4,0.8,100,78,0.78
"n30_ad6_c5",30,6,0.5,0.01,8,0.4,1,100,59,0.59
"n30_ad6_c5",30,6,0.5,0.01,8,0.6,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,8,0.6,0.4,100,98,0.98
"n30_ad6_c5",30,6,0.5,0.01,8,0.6,0.6,100,91,0.91
"n30_ad6_c5",30,6,0.5,0.01,8,0.6,0.8,100,80,0.8
"n30_ad6_c5",30,6,0.5,0.01,8,0.6,1,100,53,0.53
"n30_ad6_c5",30,6,0.5,0.01,8,0.8,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.01,8,0.8,0.4,100,99,0.99
"n30_ad6_c5",30,6,0.5,0.01,8,0.8,0.6,100,85,0.85
"n30_ad6_c5",30,6,0.5,0.01,8,0.8,0.8,100,67,0.67
"n30_ad6_c5",30,6,0.5,0.01,8,0.8,1,100,35,0.35
"n30_ad6_c5",30,6,0.5,0.01,8,1,0.2,100,99,0.99
"n30_ad6_c5",30,6,0.5,0.01,8,1,0.4,100,95,0.95
"n30_ad6_c5",30,6,0.5,0.01,8,1,0.6,100,83,0.83
"n30_ad6_c5",30,6,0.5,0.01,8,1,0.8,100,55,0.55
"n30_ad6_c5",30,6,0.5,0.01,8,1,1,100,0,0
"n30_ad6_c5",30,6,0.5,0.05,0,0.2,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,0,0.2,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,0,0.2,0.6,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,0,0.2,0.8,100,91,0.91
"n30_ad6_c5",30,6,0.5,0.05,0,0.2,1,100,71,0.71
"n30_ad6_c5",30,6,0.5,0.05,0,0.4,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,0,0.4,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,0,0.4,0.6,100,95,0.95
"n30_ad6_c5",30,6,0.5,0.05,0,0.4,0.8,100,77,0.77
"n30_ad6_c5",30,6,0.5,0.05,0,0.4,1,100,43,0.43
"n30_ad6_c5",30,6,0.5,0.05,0,0.6,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,0,0.6,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,0,0.6,0.6,100,94,0.94
"n30_ad6_c5",30,6,0.5,0.05,0,0.6,0.8,100,73,0.73
"n30_ad6_c5",30,6,0.5,0.05,0,0.6,1,100,27,0.27
"n30_ad6_c5",30,6,0.5,0.05,0,0.8,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,0,0.8,0.4,100,98,0.98
"n30_ad6_c5",30,6,0.5,0.05,0,0.8,0.6,100,92,0.92
"n30_ad6_c5",30,6,0.5,0.05,0,0.8,0.8,100,64,0.64
"n30_ad6_c5",30,6,0.5,0.05,0,0.8,1,100,15,0.15
"n30_ad6_c5",30,6,0.5,0.05,0,1,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,0,1,0.4,100,99,0.99
"n30_ad6_c5",30,6,0.5,0.05,0,1,0.6,100,89,0.89
"n30_ad6_c5",30,6,0.5,0.05,0,1,0.8,100,56,0.56
"n30_ad6_c5",30,6,0.5,0.05,0,1,1,100,0,0
"n30_ad6_c5",30,6,0.5,0.05,1,0.2,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,1,0.2,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,1,0.2,0.6,100,98,0.98
"n30_ad6_c5",30,6,0.5,0.05,1,0.2,0.8,100,93,0.93
"n30_ad6_c5",30,6,0.5,0.05,1,0.2,1,100,71,0.71
"n30_ad6_c5",30,6,0.5,0.05,1,0.4,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,1,0.4,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,1,0.4,0.6,100,98,0.98
"n30_ad6_c5",30,6,0.5,0.05,1,0.4,0.8,100,78,0.78
"n30_ad6_c5",30,6,0.5,0.05,1,0.4,1,100,47,0.47
"n30_ad6_c5",30,6,0.5,0.05,1,0.6,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,1,0.6,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,1,0.6,0.6,100,94,0.94
"n30_ad6_c5",30,6,0.5,0.05,1,0.6,0.8,100,77,0.77
"n30_ad6_c5",30,6,0.5,0.05,1,0.6,1,100,27,0.27
"n30_ad6_c5",30,6,0.5,0.05,1,0.8,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,1,0.8,0.4,100,99,0.99
"n30_ad6_c5",30,6,0.5,0.05,1,0.8,0.6,100,92,0.92
"n30_ad6_c5",30,6,0.5,0.05,1,0.8,0.8,100,65,0.65
"n30_ad6_c5",30,6,0.5,0.05,1,0.8,1,100,14,0.14
"n30_ad6_c5",30,6,0.5,0.05,1,1,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,1,1,0.4,100,96,0.96
"n30_ad6_c5",30,6,0.5,0.05,1,1,0.6,100,88,0.88
"n30_ad6_c5",30,6,0.5,0.05,1,1,0.8,100,61,0.61
"n30_ad6_c5",30,6,0.5,0.05,1,1,1,100,0,0
"n30_ad6_c5",30,6,0.5,0.05,2,0.2,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,2,0.2,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,2,0.2,0.6,100,95,0.95
"n30_ad6_c5",30,6,0.5,0.05,2,0.2,0.8,100,87,0.87
"n30_ad6_c5",30,6,0.5,0.05,2,0.2,1,100,69,0.69
"n30_ad6_c5",30,6,0.5,0.05,2,0.4,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,2,0.4,0.4,100,99,0.99
"n30_ad6_c5",30,6,0.5,0.05,2,0.4,0.6,100,98,0.98
"n30_ad6_c5",30,6,0.5,0.05,2,0.4,0.8,100,83,0.83
"n30_ad6_c5",30,6,0.5,0.05,2,0.4,1,100,50,0.5
"n30_ad6_c5",30,6,0.5,0.05,2,0.6,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,2,0.6,0.4,100,98,0.98
"n30_ad6_c5",30,6,0.5,0.05,2,0.6,0.6,100,94,0.94
"n30_ad6_c5",30,6,0.5,0.05,2,0.6,0.8,100,77,0.77
"n30_ad6_c5",30,6,0.5,0.05,2,0.6,1,100,33,0.33
"n30_ad6_c5",30,6,0.5,0.05,2,0.8,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,2,0.8,0.4,100,97,0.97
"n30_ad6_c5",30,6,0.5,0.05,2,0.8,0.6,100,89,0.89
"n30_ad6_c5",30,6,0.5,0.05,2,0.8,0.8,100,63,0.63
"n30_ad6_c5",30,6,0.5,0.05,2,0.8,1,100,21,0.21
"n30_ad6_c5",30,6,0.5,0.05,2,1,0.2,100,98,0.98
"n30_ad6_c5",30,6,0.5,0.05,2,1,0.4,100,91,0.91
"n30_ad6_c5",30,6,0.5,0.05,2,1,0.6,100,74,0.74
"n30_ad6_c5",30,6,0.5,0.05,2,1,0.8,100,44,0.44
"n30_ad6_c5",30,6,0.5,0.05,2,1,1,100,0,0
"n30_ad6_c5",30,6,0.5,0.05,4,0.2,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,4,0.2,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,4,0.2,0.6,100,98,0.98
"n30_ad6_c5",30,6,0.5,0.05,4,0.2,0.8,100,93,0.93
"n30_ad6_c5",30,6,0.5,0.05,4,0.2,1,100,79,0.79
"n30_ad6_c5",30,6,0.5,0.05,4,0.4,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,4,0.4,0.4,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,4,0.4,0.6,100,98,0.98
"n30_ad6_c5",30,6,0.5,0.05,4,0.4,0.8,100,91,0.91
"n30_ad6_c5",30,6,0.5,0.05,4,0.4,1,100,64,0.64
"n30_ad6_c5",30,6,0.5,0.05,4,0.6,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,4,0.6,0.4,100,98,0.98
"n30_ad6_c5",30,6,0.5,0.05,4,0.6,0.6,100,92,0.92
"n30_ad6_c5",30,6,0.5,0.05,4,0.6,0.8,100,82,0.82
"n30_ad6_c5",30,6,0.5,0.05,4,0.6,1,100,53,0.53
"n30_ad6_c5",30,6,0.5,0.05,4,0.8,0.2,100,100,1
"n30_ad6_c5",30,6,0.5,0.05,4,0.8,0.4,100,97,0.97
